"ID_DISCENTE,""ANO_NASCIMENTO"",""PERIODO_INGRESSO"",""TIPO_INGRESSO"",""PERIODO_LETIVO"",""CAMPUS"",""CD_INEP"",""CURSO"",""CARGA_HORARIA_CURSO"",""TURNO"",""MODALIDADE"",""COTAS"",""ESCOLA_PUBLICA"",""BLS_ASSIST"",""DS_TP_SIT_ACAD"",""MONITOR_PROGRAD"",""SEXO"",""COR"",""NACIONALIDADE"",""CIDADE_NAT"",""UF_NAT"",""DEFIC"",""MOB_ACAD"",""TIPO_MOB_ACAD"",""IES_DEST"",""TIPO_MOB_ACAD_INTERNAC"",""PAIS_DEST"""
"293382,1998,""2015.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,SIM,INTEGRALIZADO,SIM,F,BRANCA,BRA,BOM JARDIM,PE,NÃƒO,NÃƒO,,,,"
"293383,1997,""2015.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13581,SERVIÃ‡O SOCIAL,3100,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,SIM,MATRICULADO,NÃƒO,F,BRANCA,BRA,OURICURI,PE,NÃƒO,NÃƒO,,,,"
"293383,1997,""2015.2"",SISU,""2020.2"",REITOR JOAQUIM AMAZONAS,13581,SERVIÃ‡O SOCIAL,3100,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,SIM,MATRICULADO,NÃƒO,F,BRANCA,BRA,OURICURI,PE,NÃƒO,NÃƒO,,,,"
"293405,1965,""2015.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,NOITE,PRESENCIAL,L1,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,BRANCA,BRA,LIMOEIRO DO NORTE,CE,NÃƒO,NÃƒO,,,,"
"293495,1997,""2015.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,MANHA,PRESENCIAL,L1,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,AMARELA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"293497,1997,""2015.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,MANHA,PRESENCIAL,L6,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"293514,1997,""2015.2"",SISU,""2020.1"",AGRESTE,118098,QUÃMICA - LICENCIATURA - CAA,3210,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PARDA,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"293525,1995,""2015.2"",SISU,""2020.1"",AGRESTE,118096,FÃSICA - LICENCIATURA - CAA,3150,NOITE,PRESENCIAL,L6,NÃƒO INFORMADO,NÃƒO,MATRICULADO,NÃƒO,M,NÃƒO DECLARADO,BRA,PALMARES,PE,NÃƒO,NÃƒO,,,,"
"293525,1995,""2015.2"",SISU,""2020.2"",AGRESTE,118096,FÃSICA - LICENCIATURA - CAA,3150,NOITE,PRESENCIAL,L6,NÃƒO INFORMADO,NÃƒO,MATRICULADO,NÃƒO,M,NÃƒO DECLARADO,BRA,PALMARES,PE,NÃƒO,NÃƒO,,,,"
"293541,1996,""2015.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13573,CIÃŠNCIAS CONTABEIS,3000,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,M,NÃƒO DECLARADO,BRA,JABOATAO DOS GUARARAPES,PE,NÃƒO,NÃƒO,,,,"
"293547,1998,""2015.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,44947,LETRAS PORTUGUÃŠS - LICENCIATURA,3150,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,MATRICULADO,SIM,F,BRANCA,BRA,IGARASSU,PE,NÃƒO,NÃƒO,,,,"
"293547,1998,""2015.2"",SISU,""2020.2"",REITOR JOAQUIM AMAZONAS,44947,LETRAS PORTUGUÃŠS - LICENCIATURA,3150,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,MATRICULADO,SIM,F,BRANCA,BRA,IGARASSU,PE,NÃƒO,NÃƒO,,,,"
"55857,1983,""2015.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13595,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO - CIN,3495,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,BRANCA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"293592,1997,""2015.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13595,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO - CIN,3495,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,NÃƒO DECLARADO,BRA,RIALMA,GO,NÃƒO,NÃƒO,,,,"
"293596,1972,""2015.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,MANHA,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"293609,1995,""2015.2"",SISU,""2020.1"",AGRESTE,118092,ENGENHARIA DE PRODUÃ‡ÃƒO - CAA,3765,INTEGRAL,PRESENCIAL,L6,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PARDA,BRA,JUAZEIRO,BA,NÃƒO,NÃƒO,,,,"
"293615,1975,""2015.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13573,CIÃŠNCIAS CONTABEIS,3000,TARDE,PRESENCIAL,L6,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,M,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"293661,1968,""2015.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,NOITE,PRESENCIAL,L5,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PARDA,BRA,OLINDA,PE,NÃƒO,NÃƒO,,,,"
"241011,1988,""2015.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13619,MATEMÃTICA - LICENCIATURA,2370,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,M,PARDA,BRA,VITORIA DE SANTO ANTAO,PE,NÃƒO,NÃƒO,,,,"
"293749,1995,""2015.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"293778,1995,""2015.2"",SISU,""2020.1"",AGRESTE,118098,QUÃMICA - LICENCIATURA - CAA,3210,NOITE,PRESENCIAL,L1,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,M,BRANCA,BRA,SAIRE,PE,NÃƒO,NÃƒO,,,,"
"293980,1998,""2015.2"",VESTIBULAR,""2020.1"",AGRESTE,101129,ENGENHARIA CIVIL - CAA,4100,INTEGRAL,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,NÃƒO,M,NÃƒO DECLARADO,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"294243,1994,""2015.2"",VESTIBULAR,""2020.1"",AGRESTE,1321439,COMUNICAÃ‡ÃƒO SOCIAL - CAA,3030,INTEGRAL,PRESENCIAL,AC,NÃƒO,SIM,INTEGRALIZADO,NÃƒO,M,BRANCA,BRA,SANTA CRUZ DO CAPIBARIBE,PE,NÃƒO,NÃƒO,,,,"
"288730,1994,""2015.2"",VESTIBULAR,""2020.1"",AGRESTE,1321439,COMUNICAÃ‡ÃƒO SOCIAL - CAA,3030,INTEGRAL,PRESENCIAL,AC,NÃƒO,SIM,INTEGRALIZADO,NÃƒO,M,BRANCA,BRA,SANTA CRUZ DO CAPIBARIBE,PE,NÃƒO,NÃƒO,,,,"
"295006,1997,""2015.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13585,ENGENHARIA ELETRÃ”NICA,3660,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,PARDA,BRA,PAULISTA,PE,NÃƒO,NÃƒO,,,,"
"295139,1996,""2015.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13582,SECRETARIADO EXECUTIVO,2190,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"295370,1994,""2015.2"",TRANSFERENCIA EXTERNA,""2020.1"",REITOR JOAQUIM AMAZONAS,13574,CIÃŠNCIAS ECONÃ”MICAS,3000,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,MATRICULADO,NÃƒO,M,NÃƒO DECLARADO,BRA,PARNAMIRIM,RN,NÃƒO,NÃƒO,,,,"
"295436,1997,""2015.2"",SISU,""2020.1"",AGRESTE,118092,ENGENHARIA DE PRODUÃ‡ÃƒO - CAA,3765,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"295490,1997,""2015.2"",VESTIBULAR,""2020.1"",REITOR JOAQUIM AMAZONAS,13591,QUÃMICA - BACHARELADO,2530,INTEGRAL,PRESENCIAL,AC,NÃƒO,NÃƒO,INTEGRALIZADO,SIM,F,BRANCA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"296286,1998,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13581,SERVIÃ‡O SOCIAL,3100,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,BRANCA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"296287,1996,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13581,SERVIÃ‡O SOCIAL,3100,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"296288,1999,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13581,SERVIÃ‡O SOCIAL,3100,TARDE,PRESENCIAL,L6,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"296289,1975,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,NOITE,PRESENCIAL,L5,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,M,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"296452,1998,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,MANHA,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,BRANCA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"296482,1998,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13573,CIÃŠNCIAS CONTABEIS,3000,TARDE,PRESENCIAL,L6,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"296494,1997,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,MANHA,PRESENCIAL,L5,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PRETA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"296534,1999,""2016.1"",SISU,""2020.1"",AGRESTE,101129,ENGENHARIA CIVIL - CAA,4100,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"296541,1997,""2016.1"",SISU,""2020.1"",AGRESTE,118096,FÃSICA - LICENCIATURA - CAA,3150,NOITE,PRESENCIAL,L2,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,PRETA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"343425,1981,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13579,HISTÃ“RIA - LICENCIATURA,2830,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,MATRICULADO,NÃƒO,M,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"296559,1981,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13579,HISTÃ“RIA - LICENCIATURA,2830,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,MATRICULADO,NÃƒO,M,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"296561,1988,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,MANHA,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"296612,1998,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13575,CIÃŠNCIAS SOCIAIS - BACHARELADO,2370,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"296682,1996,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,TARDE,PRESENCIAL,L2,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,BRANCA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"296695,1999,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13599,ENFERMAGEM,4095,INTEGRAL,PRESENCIAL,L2,NÃƒO INFORMADO,NÃƒO,MATRICULADO,SIM,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"296879,1998,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,MANHA,PRESENCIAL,L2,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"291733,1987,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13573,CIÃŠNCIAS CONTABEIS,3000,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"56749,1985,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"41681,1976,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13581,SERVIÃ‡O SOCIAL,3100,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,M,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297138,1995,""2016.1"",SISU,""2020.1"",AGRESTE,118096,FÃSICA - LICENCIATURA - CAA,3150,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297182,1997,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13595,CIÃŠNCIA DA COMPUTAÃ‡ÃƒO - CIN,3495,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,BRANCA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297217,1998,""2016.1"",SISU,""2020.1"",AGRESTE,118100,MATEMÃTICA - LICENCIATURA - CAA,3000,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,BRANCA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297234,1997,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,MANHA,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297235,1997,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,MANHA,PRESENCIAL,L1,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"287712,1997,""2016.1"",SISU,""2020.1"",AGRESTE,101129,ENGENHARIA CIVIL - CAA,4100,INTEGRAL,PRESENCIAL,L5,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,PARDA,BRA,GARANHUNS,PE,NÃƒO,NÃƒO,,,,"
"297278,1999,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13616,ENGENHARIA ELÃ‰TRICA,3660,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,MATRICULADO,NÃƒO,M,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297278,1999,""2016.1"",SISU,""2020.2"",REITOR JOAQUIM AMAZONAS,13616,ENGENHARIA ELÃ‰TRICA,3660,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,MATRICULADO,NÃƒO,M,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297346,1997,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,MANHA,PRESENCIAL,L6,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297414,1998,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,MANHA,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,BRANCA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297453,1999,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,117380,CIÃŠNCIAS ATUARIAIS,3180,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,BRANCA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297609,1998,""2016.2"",SISU,""2020.1"",AGRESTE,1321439,COMUNICAÃ‡ÃƒO SOCIAL - CAA,3030,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,PRETA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297692,1983,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13581,SERVIÃ‡O SOCIAL,3100,TARDE,PRESENCIAL,L6,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,PARDA,BRA,SAO PAULO,SP,NÃƒO,NÃƒO,,,,"
"297714,1998,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,58854,ENGENHARIA DA COMPUTAÃ‡ÃƒO,4065,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,NÃƒO DECLARADO,BRA,PESQUEIRA,PE,NÃƒO,NÃƒO,,,,"
"297721,1995,""2016.1"",SISU,""2020.1"",AGRESTE,101086,CIÃŠNCIAS ECONÃ”MICAS - CAA,3000,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,BRANCA,BRA,SANTA CRUZ DO CAPIBARIBE,PE,NÃƒO,NÃƒO,,,,"
"297724,1994,""2016.1"",SISU,""2020.1"",AGRESTE,101129,ENGENHARIA CIVIL - CAA,4100,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,BRANCA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297760,1998,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13576,DIREITO,3300,MANHA,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,MATRICULADO,NÃƒO,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297760,1998,""2016.2"",SISU,""2020.2"",REITOR JOAQUIM AMAZONAS,13576,DIREITO,3300,MANHA,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,MATRICULADO,NÃƒO,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297836,1998,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13600,FARMACIA,3465,INTEGRAL,PRESENCIAL,L2,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297901,1998,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,21847,CIÃŠNCIAS SOCIAIS - LICENCIATURA,2310,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"297919,1998,""2016.1"",SISU,""2020.1"",AGRESTE,118096,FÃSICA - LICENCIATURA - CAA,3150,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,BRANCA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"288750,1996,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,MANHA,PRESENCIAL,L6,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,M,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"298013,1996,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,NOITE,PRESENCIAL,L6,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"298025,1991,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"298055,1997,""2016.1"",SISU,""2020.1"",AGRESTE,101092,PEDAGOGIA - CAA,3220,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"298061,1998,""2016.1"",SISU,""2020.1"",AGRESTE,118092,ENGENHARIA DE PRODUÃ‡ÃƒO - CAA,3765,INTEGRAL,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,M,BRANCA,BRA,CARUARU,PE,NÃƒO,NÃƒO,,,,"
"298078,1995,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,MANHA,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,M,BRANCA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"298086,1985,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,MANHA,PRESENCIAL,L2,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PRETA,BRA,CAMARAGIBE,PE,NÃƒO,NÃƒO,,,,"
"298089,1996,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13581,SERVIÃ‡O SOCIAL,3100,TARDE,PRESENCIAL,L2,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PRETA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"298103,1999,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,18474,HOTELARIA,3121,INTEGRAL,PRESENCIAL,L2,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PRETA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"298118,1997,""2016.1"",SISU,""2020.1"",AGRESTE,101092,PEDAGOGIA - CAA,3220,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"298151,1989,""2016.2"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13581,SERVIÃ‡O SOCIAL,3100,TARDE,PRESENCIAL,L2,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PARDA,BRA,BELO HORIZONTE,MG,NÃƒO,NÃƒO,,,,"
"298187,1995,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,117394,CINEMA E AUDIOVISUAL,2720,TARDE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"298206,1998,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÃ‡ÃƒO,3030,MANHA,PRESENCIAL,L6,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,PARDA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"298243,1986,""2016.1"",SISU,""2020.1"",AGRESTE,101092,PEDAGOGIA - CAA,3220,NOITE,PRESENCIAL,L2,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,SIM,M,PRETA,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
"298277,1973,""2016.1"",SISU,""2020.1"",REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,NOITE,PRESENCIAL,AC,NÃƒO INFORMADO,NÃƒO,INTEGRALIZADO,NÃƒO,F,NÃƒO DECLARADO,BRA,RECIFE,PE,NÃƒO,NÃƒO,,,,"
